Region Code,Provider Code,Provider Name,Total number of incomplete pathways,Average (median) waiting time (in weeks),Month
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,100825,16.4216562986003,May-2024
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",26454,14.4636233951498,May-2024
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,36990,24.531684698609,May-2024
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,87892,14.7459138187221,May-2024
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,7023,12.4077490774908,May-2024
Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,82126,18.6905210295041,May-2024
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30798,18.5867924528302,May-2024
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,35138,14.7035755478662,May-2024
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,63659,13.9977168949772,May-2024
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,85946,17.0998363338789,May-2024
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,29389,17.9735042735043,May-2024
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,321,21.0555555555556,May-2024
Y61,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,55666,16.2881679389313,May-2024
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,58061,13.8275159976731,May-2024
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,188986,18.6881412550704,May-2024
Y62,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,44379,13.910970464135,May-2024
Y62,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,80977,13.215045960329,May-2024
Y62,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,5555,9.2710843373494,May-2024
Y62,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,23978,15.7092819614711,May-2024
Y62,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,38483,15.2761627906977,May-2024
Y62,RBV,THE CHRISTIE NHS FOUNDATION TRUST,2347,4.46803652968037,May-2024
Y62,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,75900,16.2876480541455,May-2024
Y62,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,1236,5.9,May-2024
Y62,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,18221,19.4493865030675,May-2024
Y62,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,17216,15.3705882352941,May-2024
Y62,RJN,EAST CHESHIRE NHS TRUST,12475,13.6747572815534,May-2024
Y62,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,30649,17.2322314049587,May-2024
Y62,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,145174,16.3406193078324,May-2024
Y62,RMC,BOLTON NHS FOUNDATION TRUST,44435,17.4573529411765,May-2024
Y62,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,21400,13.125,May-2024
Y62,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",55222,14.5874074074074,May-2024
Y62,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,31792,10.5592625109745,May-2024
Y62,RW4,MERSEY CARE NHS FOUNDATION TRUST,58,2.15384615384615,May-2024
Y62,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,1371,2.51587301587302,May-2024
Y62,RWJ,STOCKPORT NHS FOUNDATION TRUST,38353,16.8701979045402,May-2024
Y62,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,36447,14.2225305216426,May-2024
Y62,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,34229,15.0220700152207,May-2024
Y62,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,58790,15.6254653760238,May-2024
Y62,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,72275,16.7862756952842,May-2024
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,61701,10.0382211538462,May-2024
Y63,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,35733,12.6349277978339,May-2024
Y63,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,45643,16.2277070063694,May-2024
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,22982,11.8769430051813,May-2024
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,14647,12.7468827930175,May-2024
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,13529,12.3946700507614,May-2024
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,22009,10.4325775656325,May-2024
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,30901,13.7476133651551,May-2024
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,95021,12.9113545816733,May-2024
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,46391,14.077967416602,May-2024
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,40995,14.7808823529412,May-2024
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,55892,13.577791718946,May-2024
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,11913,10.2806004618938,May-2024
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,91228,11.5587091757387,May-2024
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,100892,11.1726964386659,May-2024
Y63,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,35186,10.0787401574803,May-2024
Y63,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,56248,13.6398980242192,May-2024
Y63,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,20745,10.3222087378641,May-2024
Y63,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,76421,13.9817955112219,May-2024
Y63,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,35523,10.2123857024106,May-2024
Y63,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",195,6.20833333333333,May-2024
Y63,RXF,MID YORKSHIRE TEACHING NHS TRUST,55824,13.9307359307359,May-2024
Y63,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,3130,3.57593123209169,May-2024
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,42188,11.9664478482859,May-2024
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,229,38.025,May-2024
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,452,15.2307692307692,May-2024
Y56,R1H,BARTS HEALTH NHS TRUST,125673,15.6015801354402,June-2024
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,107847,18.673385348938,June-2024
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,109319,15.0389588295339,June-2024
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,7918,11.2862903225806,June-2024
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,24805,10.6493728620296,June-2024
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,29736,16.0151898734177,June-2024
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,39818,13.5034146341463,June-2024
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",65809,13.3807769591427,June-2024
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,142070,15.5050105485232,June-2024
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,69620,15.3210332103321,June-2024
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,35608,10.7612156295224,June-2024
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,64640,11.7607843137255,June-2024
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,99747,14.5555750350631,June-2024
Y56,RKE,WHITTINGTON HEALTH NHS TRUST,19190,10.5401146131805,June-2024
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,8122,10.6146179401993,June-2024
Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34201,7.96307588075881,June-2024
Y56,RPG,OXLEAS NHS FOUNDATION TRUST,2187,13.3615384615385,June-2024
Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,1897,4.31018518518519,June-2024
Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,62413,12.7238392238392,June-2024
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,33765,10.4267872523686,June-2024
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,74958,13.9245826137018,June-2024
Y56,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,1843,14.9375,June-2024
Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,50232,11.3943383805135,June-2024
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,98096,14.9745351657235,June-2024
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,67955,14.0400530503979,June-2024
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,59679,13.5481452249408,June-2024
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,34172,12.7029096477795,June-2024
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,22616,17.3418803418803,June-2024
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,36595,11.2104183757178,June-2024
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,43085,10.6953290870488,June-2024
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,56574,11.7200208550574,June-2024
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,75184,15.2789743589744,June-2024
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,946,13.8974358974359,June-2024
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,48674,13.8717948717949,June-2024
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,41818,16.9673913043478,June-2024
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,27298,16.1523687580026,June-2024
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,72699,11.0603168155971,June-2024
Y58,RVJ,NORTH BRISTOL NHS TRUST,46252,12.8359375,June-2024
Y59,R1C,SOLENT NHS TRUST,221,2.98717948717949,June-2024
Y59,R1F,ISLE OF WIGHT NHS TRUST,13898,17.1828254847645,June-2024
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,39301,15.7073283858998,June-2024
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,5667,10.5777027027027,June-2024
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,87270,17.7690631808279,June-2024
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,60571,12.2434554973822,June-2024
Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,63553,15.7171189979123,June-2024
Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,33633,9.19285324604474,June-2024
Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,52375,14.9060520760028,June-2024
Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,30608,11.3625,June-2024
Y59,RPA,MEDWAY NHS FOUNDATION TRUST,43820,17.2636022514071,June-2024
Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,18915,13.8495327102804,June-2024
Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,84287,14.8075044404973,June-2024
Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,56146,14.1219512195122,June-2024
Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,47638,14.523538961039,June-2024
Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,85778,17.55899318301,June-2024
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,3927,6.3655737704918,June-2024
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,44761,10.0173745173745,June-2024
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,171,7.02941176470588,June-2024
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,54385,15.1257234726688,June-2024
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,50088,16.1518054532056,June-2024
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,136394,21.0642663569493,June-2024
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,2770,4.78571428571429,June-2024
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,62,5.75,June-2024
Y60,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,12604,17.1533333333333,June-2024
Y60,RBK,WALSALL HEALTHCARE NHS TRUST,29856,11.6400462962963,June-2024
Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,29172,16.4002976190476,June-2024
Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,33436,12.6044083526682,June-2024
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,77738,15.9426565242832,June-2024
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,35717,13.5417209908735,June-2024
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,74770,16.0723234624146,June-2024
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,15708,18.5363881401617,June-2024
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,90771,16.4553614750121,June-2024
Y60,RLQ,WYE VALLEY NHS TRUST,24761,15.4906779661017,June-2024
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,16958,13.8746736292428,June-2024
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,48687,14.3380217785844,June-2024
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,27090,12.3541247484909,June-2024
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,42201,11.8982300884956,June-2024
Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,114,8.71428571428571,June-2024
Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,27272,13.801724137931,June-2024
Y60,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,5795,3.16579861111111,June-2024
Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,15473,17.6188118811881,June-2024
Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,125315,17.7023283821758,June-2024
Y60,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,107470,16.236641221374,June-2024
Y60,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,71372,17.0551378446115,June-2024
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,112638,14.6050625190607,June-2024
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,62018,15.6551928783383,June-2024
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,86661,15.3641330166271,June-2024
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,76281,16.71608040201,June-2024
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,47563,18.384375,June-2024
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,16118,12.4945652173913,June-2024
Y61,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,1210,10.3333333333333,June-2024
Y61,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,168040,16.7506974384986,June-2024
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,101182,16.4628482972136,June-2024
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",26762,14.7067238912732,June-2024
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,36085,24.3432721712538,June-2024
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,88986,14.7779187817259,June-2024
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,7048,12.1290322580645,June-2024
Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,80267,17.4487852921865,June-2024
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30340,17.8374558303887,June-2024
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,35202,14.958904109589,June-2024
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,64117,14.1636191677175,June-2024
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,86813,17.3401785714286,June-2024
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,31928,17.7365356622999,June-2024
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,325,22.9615384615385,June-2024
Y61,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,53404,16.0663338088445,June-2024
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,59011,14.1839043309632,June-2024
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,188281,18.7598027423623,June-2024
Y62,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,44224,14.1595744680851,June-2024
Y62,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,81913,13.2184947491249,June-2024
Y62,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,5387,9.52570093457944,June-2024
Y62,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,23994,15.8938953488372,June-2024
Y62,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,37812,15.8342989571263,June-2024
Y62,RBV,THE CHRISTIE NHS FOUNDATION TRUST,2289,4.23770491803279,June-2024
Y62,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,75961,16.2510324483776,June-2024
Y62,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,1122,5.76842105263158,June-2024
Y62,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,17623,19.2784256559767,June-2024
Y62,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,17036,15.3239074550129,June-2024
Y62,RJN,EAST CHESHIRE NHS TRUST,12509,13.7702205882353,June-2024
Y62,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,31612,17.0681063122924,June-2024
Y62,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,143464,16.803730017762,June-2024
Y62,RMC,BOLTON NHS FOUNDATION TRUST,45133,17.8430420711974,June-2024
Y62,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,21348,13.1461377870564,June-2024
Y62,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",56716,14.85140562249,June-2024
Y62,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,31306,10.4425339366516,June-2024
Y62,RW4,MERSEY CARE NHS FOUNDATION TRUST,50,1.41666666666667,June-2024
Y62,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,1544,2.07514450867052,June-2024
Y62,RWJ,STOCKPORT NHS FOUNDATION TRUST,37887,16.8502762430939,June-2024
Y62,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,36121,14.2896253602305,June-2024
Y62,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,34017,15.4121462264151,June-2024
Y62,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,58299,15.8193069306931,June-2024
Y62,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,71474,16.900182592818,June-2024
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,61762,9.82947976878613,June-2024
Y63,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,35371,12.5158520475561,June-2024
Y63,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,45568,15.5227483751161,June-2024
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,22916,11.8705882352941,June-2024
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,14637,12.3798955613577,June-2024
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,13556,11.9128205128205,June-2024
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,22088,10.2708333333333,June-2024
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,31703,13.1019151846785,June-2024
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,94014,13.1144718473709,June-2024
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,46724,14.4905956112853,June-2024
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,39872,14.5692599620493,June-2024
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,55996,13.7837837837838,June-2024
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,11772,9.95943204868154,June-2024
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,90898,11.3425523508495,June-2024
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,101774,10.8077759651985,June-2024
Y63,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,34987,9.71835839598998,June-2024
Y63,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,56294,13.7181612660136,June-2024
Y63,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,21055,9.89127764127764,June-2024
Y63,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,77205,14.2135278514589,June-2024
Y63,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,35870,10.017179670723,June-2024
Y63,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",188,5.18181818181818,June-2024
Y63,RXF,MID YORKSHIRE TEACHING NHS TRUST,55693,14.1446056210335,June-2024
Y63,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,3268,3.82233502538071,June-2024
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,41168,11.4280031821798,June-2024
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,316,35.6111111111111,June-2024
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,450,14.9,June-2024
Y56,R1H,BARTS HEALTH NHS TRUST,126201,14.8449307304786,July-2024
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,107517,19.4438886472379,July-2024
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,108031,14.4340170940171,July-2024
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,8322,10.8525641025641,July-2024
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,24361,11.1861179361179,July-2024
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,30417,14.9600225225225,July-2024
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,38977,13.5300963081862,July-2024
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",65817,12.826934264107,July-2024
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,138875,15.316253361219,July-2024
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,69919,14.9916087962963,July-2024
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,36114,11.1374900079936,July-2024
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,64775,11.9008830022075,July-2024
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,99480,14.6068376068376,July-2024
Y56,RKE,WHITTINGTON HEALTH NHS TRUST,19105,11.9973544973545,July-2024
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,8149,10.4866863905325,July-2024
Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,33017,8.00635593220339,July-2024
Y56,RPG,OXLEAS NHS FOUNDATION TRUST,2161,11.8066666666667,July-2024
Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,1935,4.40909090909091,July-2024
Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,61238,12.781935483871,July-2024
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,34299,10.5091911764706,July-2024
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,75055,13.5710336027222,July-2024
Y56,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,1882,18.3030303030303,July-2024
Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,50341,12.0048725637181,July-2024
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,96311,14.0586973478939,July-2024
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,68794,13.5389194139194,July-2024
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,58637,13.2937979539642,July-2024
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,34397,12.5949848024316,July-2024
